Google Title,Google Author,Google Author URL,Google Abstract
A practical end-to-end inventory management model with deep learning,"M Qi, Y Shi, Y Qi, C Ma, R Yuan, D Wu… - Management …, 2023 - pubsonline.informs.org",https://scholar.google.com//citations?user=7blugpkAAAAJ&hl=zh-CN&oe=GB&oi=sra," Different from the traditional two-step predict-then-optimize (PTO) solution framework, we propose a one-step end-to-end (E2E) framework that uses deep learning models to output the "
A novel approach for brain tumour detection using deep learning based technique,"KR Pedada, B Rao, KK Patro, JP Allam… - … Signal Processing and …, 2023 - Elsevier",https://scholar.google.com//citations?user=JaSNrNEAAAAJ&hl=zh-CN&oe=GB&oi=sra," Computer-aided tumour detection techniques and deep learning have significantly improved machine learning. So, in this paper, we proposed a modified U-Net structure based on "
Deep learning-based facial emotion recognition for human–computer interaction applications,"MK Chowdary, TN Nguyen, DJ Hemanth - Neural Computing and …, 2023 - Springer",https://scholar.google.com//citations?user=Z_t5DjwAAAAJ&hl=zh-CN&oe=GB&oi=sra," Deep learning networks uses end to end learning process to overcome the  deep learning, the greater the dataset the performance is good. To improve the performance of deep learning"
A review of critical challenges in MI-BCI: From conventional to deep learning methods,"Z Khademi, F Ebrahimi, HM Kordy - Journal of Neuroscience Methods, 2023 - Elsevier",https://scholar.google.com//citations?user=gWAN0-MAAAAJ&hl=zh-CN&oe=GB&oi=sra," on the machine learning (ML) approaches like deep learning (DL)  Although deep learning methods showed promising  In this section, we focus on several deep learning methods "
An efficient deep learning model to categorize brain tumor using reconstruction and fine-tuning,"MA Talukder, MM Islam, MA Uddin, A Akhter… - Expert systems with …, 2023 - Elsevier",https://scholar.google.com//citations?user=vd_VO7UAAAAJ&hl=zh-CN&oe=GB&oi=sra," In this research, we assess the effectiveness of our proposed deep learning model by utilizing  The findings demonstrate that our deep learning model is capable of classifying brain "
An investigation for integration of deep learning and digital twins towards Construction 4.0,"M Kor, I Yitmen, S Alizadehsalehi - Smart and Sustainable Built …, 2023 - emerald.com",https://scholar.google.com//citations?user=UQ-Cl_AAAAAJ&hl=zh-CN&oe=GB&oi=sra," The purpose of this paper is to investigate the potential integration of deep learning (DL) and digital twins (DT), referred to as (DDT), to facilitate Construction 4.0 through an exploratory "
A comparative study of deep learning and Internet of Things for precision agriculture,"T Saranya, C Deisy, S Sridevi… - … Applications of Artificial …, 2023 - Elsevier",https://scholar.google.com//citations?user=tyR_l8IAAAAJ&hl=zh-CN&oe=GB&oi=sra," Precision farming is made possible by rapid advances in deep learning (DL) and the  Furthermore, the research proposed a bootstrapping approach of Transfer learning where fine-"
Enhance-Net: An Approach to Boost the Performance of Deep Learning Model Based on Real-Time Medical Images,"V Narayan, PK Mall, A Alkhayyat, K Abhishek… - Journal of …, 2023 - hindawi.com",https://scholar.google.com//citations?user=02GjXz4AAAAJ&hl=zh-CN&oe=GB&oi=sra, This study started with a clean slate and trained the benchmark of deep learning-based  This step will assist us in determining the best deep learning model from the deep learning 
Cyberbullying detection solutions based on deep learning architectures,"C Iwendi, G Srivastava, S Khan, PKR Maddikunta - Multimedia Systems, 2023 - Springer",https://scholar.google.com//citations?user=YfPDQ0MAAAAJ&hl=zh-CN&oe=GB&oi=sra, The following four deep learning models were used for  textual data is passed to deep learning algorithms for prediction.  Our in-depth results shown which deep learning models can be 
Application of deep learning techniques in diagnosis of covid-19 (coronavirus): a systematic review,"YH Bhosale, KS Patnaik - Neural processing letters, 2023 - Springer",https://scholar.google.com//citations?user=OAj0lr0AAAAJ&hl=zh-CN&oe=GB&oi=sra," As a result, radiography imaging approaches using Deep Learning (DL) are consistently employed to achieve great results. Various artificial intelligence-based systems have been "
Auto-encoders in deep learning—a review with new perspectives,"S Chen, W Guo - Mathematics, 2023 - mdpi.com",https://scholar.google.com//citations?user=VfYhf2wAAAAJ&hl=zh-CN&oe=GB&oi=sra," field of deep learning-based  deep learning based on AEs and to point out future directions along this dimension. Because of the rising popularity and potential of AEs in deep learning, "
Deep learning with graph convolutional networks: An overview and latest applications in computational intelligence,"UA Bhatti, H Tang, G Wu, S Marjan… - International Journal of …, 2023 - hindawi.com",https://scholar.google.com//citations?user=pcCS60IAAAAJ&hl=zh-CN&oe=GB&oi=sra," Deep learning applications have attracted great attention in the field of image processing  intelligence technologies such as deep learning and reinforcement learning, GCN can quickly "
A systematic review on automatic insect detection using deep learning,"AC Teixeira, J Ribeiro, R Morais, JJ Sousa, A Cunha - Agriculture, 2023 - mdpi.com",https://scholar.google.com//citations?user=DoOJErUAAAAJ&hl=zh-CN&oe=GB&oi=sra, that encompasses machine learning (ML) and deep learning (DL) [ A systematic review of recent research on deep learning  and improve the use of deep learning techniques for insect 
"Deep learning for anomaly detection in multivariate time series: Approaches, applications, and challenges","G Li, JJ Jung - Information Fusion, 2023 - Elsevier",https://scholar.google.com//citations?user=lZXZZrIAAAAJ&hl=zh-CN&oe=GB&oi=sra," , and several techniques based on deep learning have been proposed for the analysis of  and review the state-of-the-art deep learning techniques for the detection of each of these types"
Deep learning approaches for detecting DDoS attacks: A systematic review,"M Mittal, K Kumar, S Behal - Soft computing, 2023 - Springer",https://scholar.google.com//citations?user=ahl80fYAAAAJ&hl=zh-CN&oe=GB&oi=sra," the prominent literature specifically in deep learning to detect DDoS. The  deep learning approaches, (ii) the methodologies, strengths, and weaknesses of existing deep learning "
Trends in AI inference energy consumption: Beyond the performance-vs-parameter laws of deep learning,"R Desislavov, F Martínez-Plumed… - … Informatics and Systems, 2023 - Elsevier",https://scholar.google.com//citations?user=aZ6bcngAAAAJ&hl=zh-CN&oe=GB&oi=sra," In this work we explore the evolution of different metrics of deep learning models, paying particular attention to inference, ie, deployment of a trained model, and its associated "
Improving de novo protein binder design with deep learning,"NR Bennett, B Coventry, I Goreshnik, B Huang… - Nature …, 2023 - nature.com",https://scholar.google.com//citations?user=kQ9RWBAAAAAJ&hl=zh-CN&oe=GB&oi=sra," Here, we explore the augmentation of energy-based protein binder design using deep learning. We find that using AlphaFold2 or RoseTTAFold to assess the probability that a designed "
Recent advances in deep learning based dialogue systems: A systematic survey,"J Ni, T Young, V Pandelea, F Xue… - Artificial intelligence review, 2023 - Springer",https://scholar.google.com//citations?user=MjbdKmYAAAAJ&hl=zh-CN&oe=GB&oi=sra," are deep learning based due to their outstanding performance. In this survey, we mainly focus on the deep learning  up-to-date one at present for deep learning based dialogue systems, "
Deep learning for video object segmentation: a review,"M Gao, F Zheng, JJQ Yu, C Shan, G Ding… - Artificial Intelligence …, 2023 - Springer",https://scholar.google.com//citations?user=ovZGXjMAAAAJ&hl=zh-CN&oe=GB&oi=sra," Recently, with the advancements of deep learning techniques, deep neural networks have  In this paper, we present a systematic review of the deep learning-based video segmentation "
DDoS attacks detection using machine learning and deep learning techniques: Analysis and comparison,"MA Al-Shareeda, S Manickam, M Ali - Bulletin of Electrical …, 2023 - papers.ssrn.com",https://scholar.google.com//citations?user=zgiMjAwAAAAJ&hl=zh-CN&oe=GB&oi=sra," The main motivation of this paper is to investigate the most often used machine learning (ML) and deep learning (DL) techniques for intrusion detection system (IDS), as well as to "
Integration and Performance Analysis of Artificial Intelligence and Computer Vision Based on Deep Learning Algorithms,"B Liu, L Yu, C Che, Q Lin, H Hu, X Zhao - arXiv preprint arXiv:2312.12872, 2023 - arxiv.org",https://scholar.google.com//citations?user=-EGUk0cAAAAJ&hl=zh-CN&oe=GB&oi=sra," integration of deep learning and computer vision technologies. Deep learning achieves a  networks, enabling end-to-end feature learning and semantic understanding of images. The "
On the use of deep learning in software defect prediction,"G Giray, KE Bennin, Ö Köksal, Ö Babur… - Journal of Systems and …, 2023 - Elsevier",https://scholar.google.com//citations?user=GzusJhYAAAAJ&hl=zh-CN&oe=GB&oi=sra, Deep learning (DL) techniques provide practitioners with the opportunities to automatically extract and learn  Autoencoders are used in many deep learning tasks such as anomaly and 
Crop yield prediction using machine learning and deep learning techniques,"K Jhajharia, P Mathur, S Jain, S Nijhawan - Procedia Computer Science, 2023 - Elsevier",https://scholar.google.com//citations?user=gBZiDfkAAAAJ&hl=zh-CN&oe=GB&oi=sra, Deep learning models for crop yield prediction have  Deep learning is a form of machine learning that can predict outcomes from a variety of raw data arrangements. Deep learning 
Artificial intelligence driven resiliency with machine learning and deep learning components,"B Zohuri, FM Rahmani - Japan Journal of Research, 2023 - journals.sciencexcel.com",https://scholar.google.com//citations?user=e5tXxeoAAAAJ&hl=zh-CN&oe=GB&oi=sra, In recent years deep learning has been used effectively. There are different ways of using deep learning or even the latest advancements in deep learning for predicting the movement 
An improved forest fire detection method based on the detectron2 model and a deep learning approach,"AB Abdusalomov, BMDS Islam, R Nasimov… - Sensors, 2023 - mdpi.com",https://scholar.google.com//citations?user=ZhQ988AAAAAJ&hl=zh-CN&oe=GB&oi=sra," main categories: machine learning, deep learning, and computer  designed and developed a deep learning method (Detectron2) for  to detect objects in deep learning are image-based "
Automatic assessment of pain based on deep learning methods: A systematic review,"S Gkikas, M Tsiknakis - Computer methods and programs in biomedicine, 2023 - Elsevier",https://scholar.google.com//citations?user=ZKWeTlUAAAAJ&hl=zh-CN&oe=GB&oi=sra," In recent years, there has been a surge in the adoption of deep learning algorithms by  in establishing the foundation of a deep learning-based automatic pain assessment system. "
A general model to predict small molecule substrates of enzymes based on machine and deep learning,"A Kroll, S Ranjan, MKM Engqvist, MJ Lercher - Nature communications, 2023 - nature.com",https://scholar.google.com//citations?user=x47tshQAAAAJ&hl=zh-CN&oe=GB&oi=sra, implemented a general machine-learning model for predicting  Deep learning models have been used to predict enzyme  neural networks using the deep learning library PyTorch 58 . 
