PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37783552","Ultra-fast ultrasound blood flow velocimetry for carotid artery with deep learning","He B, Lei J, Lang X, Li Z, Cui W, Zhang Y.","Artif Intell Med. 2023 Oct;144:102664. doi: 10.1016/j.artmed.2023.102664. Epub 2023 Sep 20.","He B","Artif Intell Med","2023","2023/10/02","","","10.1016/j.artmed.2023.102664"
"38325934","A new word embedding model integrated with medical knowledge for deep learning-based sentiment classification","Khine AH, Wettayaprasit W, Duangsuwan J.","Artif Intell Med. 2024 Feb;148:102758. doi: 10.1016/j.artmed.2023.102758. Epub 2024 Jan 8.","Khine AH","Artif Intell Med","2024","2024/02/07","","","10.1016/j.artmed.2023.102758"
"36989995","Garbage detection and classification using a new deep learning-based machine vision system as a tool for sustainable waste recycling","Jin S, Yang Z, Królczykg G, Liu X, Gardoni P, Li Z.","Waste Manag. 2023 May 1;162:123-130. doi: 10.1016/j.wasman.2023.02.014. Epub 2023 Mar 28.","Jin S","Waste Manag","2023","2023/03/29","","","10.1016/j.wasman.2023.02.014"
"36349567","Identifying autism spectrum disorder in resting-state fNIRS signals based on multiscale entropy and a two-branch deep learning network","Li C, Zhang T, Li J.","J Neurosci Methods. 2023 Jan 1;383:109732. doi: 10.1016/j.jneumeth.2022.109732. Epub 2022 Oct 28.","Li C","J Neurosci Methods","2023","2022/11/09","","","10.1016/j.jneumeth.2022.109732"
"36905912","Support of deep learning to classify vocal fold images in flexible laryngoscopy","Tran BA, Dao TTP, Dung HDQ, Van NB, Ha CC, Pham NH, Nguyen TCHTNC, Nguyen TC, Pham MK, Tran MK, Tran TM, Tran MT.","Am J Otolaryngol. 2023 May-Jun;44(3):103800. doi: 10.1016/j.amjoto.2023.103800. Epub 2023 Feb 24.","Tran BA","Am J Otolaryngol","2023","2023/03/11","","","10.1016/j.amjoto.2023.103800"
"37216401","Deep Learning-Assisted Surface-Enhanced Raman Scattering for Rapid Bacterial Identification","Tseng YM, Chen KL, Chao PH, Han YY, Huang NT.","ACS Appl Mater Interfaces. 2023 Jun 7;15(22):26398-26406. doi: 10.1021/acsami.3c03212. Epub 2023 May 22.","Tseng YM","ACS Appl Mater Interfaces","2023","2023/05/22","","","10.1021/acsami.3c03212"
"37766026","Deep Learning Technology to Recognize American Sign Language Alphabet","Alsharif B, Altaher AS, Altaher A, Ilyas M, Alalwany E.","Sensors (Basel). 2023 Sep 19;23(18):7970. doi: 10.3390/s23187970.","Alsharif B","Sensors (Basel)","2023","2023/09/28","PMC10535774","","10.3390/s23187970"
"37690351","Automated liver segmental volume ratio quantification on non-contrast T1-Vibe Dixon liver MRI using deep learning","Zbinden L, Catucci D, Suter Y, Hulbert L, Berzigotti A, Brönnimann M, Ebner L, Christe A, Obmann VC, Sznitman R, Huber AT.","Eur J Radiol. 2023 Oct;167:111047. doi: 10.1016/j.ejrad.2023.111047. Epub 2023 Aug 14.","Zbinden L","Eur J Radiol","2023","2023/09/10","","","10.1016/j.ejrad.2023.111047"
"37584197","Classification of laterality and mastectomy/lumpectomy for breast cancer patients for improved performance of deep learning auto segmentation","Vivancos Bargalló H, Stick LB, Korreman SS, Kronborg C, Nielsen MM, Borgen AC, Offersen BV, Nørrevang O, Kallehauge JF.","Acta Oncol. 2023 Nov;62(11):1546-1550. doi: 10.1080/0284186X.2023.2245965. Epub 2023 Aug 16.","Vivancos Bargalló H","Acta Oncol","2023","2023/08/16","","","10.1080/0284186X.2023.2245965"
"38145948","THItoGene: a deep learning method for predicting spatial transcriptomics from histological images","Jia Y, Liu J, Chen L, Zhao T, Wang Y.","Brief Bioinform. 2023 Nov 22;25(1):bbad464. doi: 10.1093/bib/bbad464.","Jia Y","Brief Bioinform","2023","2023/12/25","PMC10749789","","10.1093/bib/bbad464"
"37960703","A Deep Learning Approach for Automatic and Objective Grading of the Motor Impairment Severity in Parkinson's Disease for Use in Tele-Assessments","Singh M, Prakash P, Kaur R, Sowers R, Brašić JR, Hernandez ME.","Sensors (Basel). 2023 Nov 6;23(21):9004. doi: 10.3390/s23219004.","Singh M","Sensors (Basel)","2023","2023/11/14","PMC10650884","","10.3390/s23219004"
"36868466","A Two-Stage End-to-End Deep Learning Framework for Pathologic Examination in Skin Tumor Diagnosis","Shi Z, Zhu J, Yu L, Li X, Li J, Chen H, Chen L.","Am J Pathol. 2023 Jun;193(6):769-777. doi: 10.1016/j.ajpath.2023.02.008. Epub 2023 Mar 2.","Shi Z","Am J Pathol","2023","2023/03/03","","","10.1016/j.ajpath.2023.02.008"
"36635042","Automatic dental biofilm detection based on deep learning","Andrade KM, Silva BPM, de Oliveira LR, Cury PR.","J Clin Periodontol. 2023 May;50(5):571-581. doi: 10.1111/jcpe.13774. Epub 2023 Jan 25.","Andrade KM","J Clin Periodontol","2023","2023/01/12","","","10.1111/jcpe.13774"
"38263339","Therapy-induced modulation of tumor vasculature and oxygenation in a murine glioblastoma model quantified by deep learning-based feature extraction","Bauer N, Beckmann D, Reinhardt D, Frost N, Bobe S, Erapaneedi R, Risse B, Kiefer F.","Sci Rep. 2024 Jan 23;14(1):2034. doi: 10.1038/s41598-024-52268-0.","Bauer N","Sci Rep","2024","2024/01/23","PMC10805754","","10.1038/s41598-024-52268-0"
"38481262","Deep learning of movement behavior profiles and their association with markers of cardiometabolic health","Farrahi V, Collings PJ, Oussalah M.","BMC Med Inform Decis Mak. 2024 Mar 13;24(1):74. doi: 10.1186/s12911-024-02474-7.","Farrahi V","BMC Med Inform Decis Mak","2024","2024/03/14","PMC10936042","","10.1186/s12911-024-02474-7"
"38091862","Machine and deep learning methods for clinical outcome prediction based on physiological data of COVID-19 patients: a scoping review","Viderman D, Kotov A, Popov M, Abdildin Y.","Int J Med Inform. 2024 Feb;182:105308. doi: 10.1016/j.ijmedinf.2023.105308. Epub 2023 Dec 5.","Viderman D","Int J Med Inform","2024","2023/12/13","","","10.1016/j.ijmedinf.2023.105308"
"37765780","IRv2-Net: A Deep Learning Framework for Enhanced Polyp Segmentation Performance Integrating InceptionResNetV2 and UNet Architecture with Test Time Augmentation Techniques","Ahamed MF, Syfullah MK, Sarkar O, Islam MT, Nahiduzzaman M, Islam MR, Khandakar A, Ayari MA, Chowdhury MEH.","Sensors (Basel). 2023 Sep 7;23(18):7724. doi: 10.3390/s23187724.","Ahamed MF","Sensors (Basel)","2023","2023/09/28","PMC10534485","","10.3390/s23187724"
"37795556","Human selection bias drives the linear nature of the more ground truth effect in explainable deep learning optical coherence tomography image segmentation","Maloca PM, Pfau M, Janeschitz-Kriegl L, Reich M, Goerdt L, Holz FG, Müller PL, Valmaggia P, Fasler K, Keane PA, Zarranz-Ventura J, Zweifel S, Wiesendanger J, Kaiser P, Enz TJ, Rothenbuehler SP, Hasler PW, Juedes M, Freichel C, Egan C, Tufail A, Scholl HPN, Denk N.","J Biophotonics. 2024 Feb;17(2):e202300274. doi: 10.1002/jbio.202300274. Epub 2023 Nov 8.","Maloca PM","J Biophotonics","2024","2023/10/05","","","10.1002/jbio.202300274"
"37938631","Multi-class deep learning architecture for classifying lung diseases from chest X-Ray and CT images","Al-Sheikh MH, Al Dandan O, Al-Shamayleh AS, Jalab HA, Ibrahim RW.","Sci Rep. 2023 Nov 8;13(1):19373. doi: 10.1038/s41598-023-46147-3.","Al-Sheikh MH","Sci Rep","2023","2023/11/08","PMC10632494","","10.1038/s41598-023-46147-3"
"38280038","Deep learning for virtual orthodontic bracket removal: tool establishment and application","Li R, Zhu C, Chu F, Yu Q, Fan D, Ouyang N, Jin Y, Guo W, Xia L, Feng Q, Fang B.","Clin Oral Investig. 2024 Jan 27;28(1):121. doi: 10.1007/s00784-023-05440-1.","Li R","Clin Oral Investig","2024","2024/01/27","","","10.1007/s00784-023-05440-1"
"38290299","Deep learning-based characterization and redesign of major potato tuber storage protein","Luo X, Cao L, Yu L, Gao M, Ai J, Gao D, Zhang X, John Lucas W, Huang S, Xu J, Shang Y.","Food Chem. 2024 Jun 15;443:138556. doi: 10.1016/j.foodchem.2024.138556. Epub 2024 Jan 23.","Luo X","Food Chem","2024","2024/01/30","","","10.1016/j.foodchem.2024.138556"
"38441988","Coronary physiology instantaneous wave-free ratio (iFR) derived from x-ray angiography using artificial intelligence deep learning models: a pilot study","Nobre Menezes M, Lourenço Silva J, Silva B, Marante de Oliveira R, Rodrigues T, Oliveira AL, Pinto FJ.","J Invasive Cardiol. 2024 Mar;36(3). doi: 10.25270/jic/23.00285.","Nobre Menezes M","J Invasive Cardiol","2024","2024/03/05","","","10.25270/jic/23.00285"
"37945683","Leveraging three-tier deep learning model for environmental cleaner plants production","Tarek Z, Elhoseny M, Alghamdi MI, El-Hasnony IM.","Sci Rep. 2023 Nov 9;13(1):19499. doi: 10.1038/s41598-023-43465-4.","Tarek Z","Sci Rep","2023","2023/11/09","PMC10636176","","10.1038/s41598-023-43465-4"
"36087097","Mesoscopic structural analysis via deep learning processing, with a special reference to in vitro alteration in collagen fibre induced by a gap junction inhibitor","Hirashima S, Ohta K, Togo A, Tsuneyoshi R, Kusukawa J, Nakamura KI.","Microscopy (Oxf). 2023 Feb 8;72(1):18-26. doi: 10.1093/jmicro/dfac044.","Hirashima S","Microscopy (Oxf)","2023","2022/09/10","","","10.1093/jmicro/dfac044"
"37669295","Deep learning-based pectoralis muscle volume segmentation method from chest computed tomography image using sagittal range detection and axial slice-based segmentation","Yang Z, Choi I, Choi J, Jung J, Ryu M, Yong HS.","PLoS One. 2023 Sep 5;18(9):e0290950. doi: 10.1371/journal.pone.0290950. eCollection 2023.","Yang Z","PLoS One","2023","2023/09/05","PMC10479911","","10.1371/journal.pone.0290950"
"35788755","Automatic measurement of the patellofemoral joint parameters in the Laurin view: a deep learning-based approach","E T, Nai R, Liu X, Wang C, Liu J, Li S, Huang J, Yu J, Zhang Y, Liu W, Zhang X, Wang X.","Eur Radiol. 2023 Jan;33(1):566-577. doi: 10.1007/s00330-022-08967-1. Epub 2022 Jul 5.","E T","Eur Radiol","2023","2022/07/05","","","10.1007/s00330-022-08967-1"
"37232359","Recent trends in RNA informatics: a review of machine learning and deep learning for RNA secondary structure prediction and RNA drug discovery","Sato K, Hamada M.","Brief Bioinform. 2023 Jul 20;24(4):bbad186. doi: 10.1093/bib/bbad186.","Sato K","Brief Bioinform","2023","2023/05/26","PMC10359090","","10.1093/bib/bbad186"
"37368543","Deep Learning Approaches with Digital Mammography for Evaluating Breast Cancer Risk, a Narrative Review","Siddique M, Liu M, Duong P, Jambawalikar S, Ha R.","Tomography. 2023 Jun 6;9(3):1110-1119. doi: 10.3390/tomography9030091.","Siddique M","Tomography","2023","2023/06/27","PMC10302037","","10.3390/tomography9030091"
"37880849","Bone Age Estimation and Prediction of Final Adult Height Using Deep Learning","Suh J, Heo J, Kim SJ, Park S, Jung MK, Choi HS, Choi Y, Oh JS, Lee HI, Lee M, Song K, Kwon A, Chae HW, Kim HS.","Yonsei Med J. 2023 Nov;64(11):679-686. doi: 10.3349/ymj.2023.0244.","Suh J","Yonsei Med J","2023","2023/10/26","PMC10613764","","10.3349/ymj.2023.0244"
"38052586","Design and implementation of a smart Internet of Things chest pain center based on deep learning","Li F, Bi Z, Xu H, Shi Y, Duan N, Li Z.","Math Biosci Eng. 2023 Oct 10;20(10):18987-19011. doi: 10.3934/mbe.2023840.","Li F","Math Biosci Eng","2023","2023/12/05","","","10.3934/mbe.2023840"
"37387107","Deep Learning in Colorectal Cancer Classification: A Scoping Review","Alalwani R, Lucas A, Alzubaidi M, Shah HA, Alam T, Shah Z, Househ M.","Stud Health Technol Inform. 2023 Jun 29;305:616-619. doi: 10.3233/SHTI230573.","Alalwani R","Stud Health Technol Inform","2023","2023/06/30","","","10.3233/SHTI230573"
"36538072","The uncovered biases and errors in clinical determination of bone age by using deep learning models","Bai M, Gao L, Ji M, Ge J, Huang L, Qiao H, Xiao J, Chen X, Yang B, Sun Y, Zhang M, Zhang W, Luo F, Yang H, Mei H, Qiao Z.","Eur Radiol. 2023 May;33(5):3544-3556. doi: 10.1007/s00330-022-09330-0. Epub 2022 Dec 20.","Bai M","Eur Radiol","2023","2022/12/20","","","10.1007/s00330-022-09330-0"
"37977090","AdjointBackMapV2: Precise reconstruction of arbitrary CNN unit's activation via adjoint operators","Wan Q, Cheung SW, Choe Y.","Neural Netw. 2024 Feb;170:55-71. doi: 10.1016/j.neunet.2023.11.009. Epub 2023 Nov 9.","Wan Q","Neural Netw","2024","2023/11/17","","","10.1016/j.neunet.2023.11.009"
"37830333","Deep Learning Algorithms to Detect Murmurs Associated With Structural Heart Disease","Prince J, Maidens J, Kieu S, Currie C, Barbosa D, Hitchcock C, Saltman A, Norozi K, Wiesner P, Slamon N, Del Grippo E, Padmanabhan D, Subramanian A, Manjunath C, Chorba J, Venkatraman S.","J Am Heart Assoc. 2023 Oct 17;12(20):e030377. doi: 10.1161/JAHA.123.030377. Epub 2023 Oct 13.","Prince J","J Am Heart Assoc","2023","2023/10/13","PMC10757522","","10.1161/JAHA.123.030377"
"37462632","The diagnosis of femoroacetabular impingement can be made on pelvis radiographs using deep learning methods","Atalar E, Üreten K, Kanatlı U, Çiçeklidağ M, Kaya İ, Vural A, Maraş Y.","Jt Dis Relat Surg. 2023 Apr 26;34(2):298-304. doi: 10.52312/jdrs.2023.996.","Atalar E","Jt Dis Relat Surg","2023","2023/07/18","PMC10367149","","10.52312/jdrs.2023.996"
"38225576","Heart failure classification using deep learning to extract spatiotemporal features from ECG","Zhang CJ, Yuan-Lu, Tang FQ, Cai HP, Qian YF, Chao-Wang.","BMC Med Inform Decis Mak. 2024 Jan 15;24(1):17. doi: 10.1186/s12911-024-02415-4.","Zhang CJ","BMC Med Inform Decis Mak","2024","2024/01/15","PMC10788991","","10.1186/s12911-024-02415-4"
"36997138","Deep learning-based EEG analysis to classify normal, mild cognitive impairment, and dementia: Algorithms and dataset","Kim MJ, Youn YC, Paik J.","Neuroimage. 2023 May 15;272:120054. doi: 10.1016/j.neuroimage.2023.120054. Epub 2023 Mar 29.","Kim MJ","Neuroimage","2023","2023/03/30","","","10.1016/j.neuroimage.2023.120054"
"37836952","Towards Building a Trustworthy Deep Learning Framework for Medical Image Analysis","Ma K, He S, Sinha G, Ebadi A, Florea A, Tremblay S, Wong A, Xi P.","Sensors (Basel). 2023 Sep 27;23(19):8122. doi: 10.3390/s23198122.","Ma K","Sensors (Basel)","2023","2023/10/14","PMC10574977","","10.3390/s23198122"
"37488135","Validation of bone mineral density measurement using quantitative CBCT image based on deep learning","Park CS, Kang SR, Kim JE, Huh KH, Lee SS, Heo MS, Han JJ, Yi WJ.","Sci Rep. 2023 Jul 24;13(1):11921. doi: 10.1038/s41598-023-38943-8.","Park CS","Sci Rep","2023","2023/07/24","PMC10366160","","10.1038/s41598-023-38943-8"
"37726392","Automatic identification of posteroanterior cephalometric landmarks using a novel deep learning algorithm: a comparative study with human experts","Lee H, Cho JM, Ryu S, Ryu S, Chang E, Jung YS, Kim JY.","Sci Rep. 2023 Sep 19;13(1):15506. doi: 10.1038/s41598-023-42870-z.","Lee H","Sci Rep","2023","2023/09/19","PMC10509166","","10.1038/s41598-023-42870-z"
"37673920","A deep learning approach for fully automated measurements of lower extremity alignment in radiographic images","Moon KR, Lee BD, Lee MS.","Sci Rep. 2023 Sep 6;13(1):14692. doi: 10.1038/s41598-023-41380-2.","Moon KR","Sci Rep","2023","2023/09/06","PMC10482837","","10.1038/s41598-023-41380-2"
"37498386","Deep learning-based reconstruction for acceleration of lumbar spine MRI: a prospective comparison with standard MRI","Yoo H, Yoo RE, Choi SH, Hwang I, Lee JY, Seo JY, Koh SY, Choi KS, Kang KM, Yun TJ.","Eur Radiol. 2023 Dec;33(12):8656-8668. doi: 10.1007/s00330-023-09918-0. Epub 2023 Jul 27.","Yoo H","Eur Radiol","2023","2023/07/27","","","10.1007/s00330-023-09918-0"
"37967585","Brain metastasis tumor segmentation and detection using deep learning algorithms: A systematic review and meta-analysis","Wang TW, Hsu MS, Lee WK, Pan HC, Yang HC, Lee CC, Wu YT.","Radiother Oncol. 2024 Jan;190:110007. doi: 10.1016/j.radonc.2023.110007. Epub 2023 Nov 13.","Wang TW","Radiother Oncol","2024","2023/11/15","","","10.1016/j.radonc.2023.110007"
"36867104","Deep Learning Enhanced Electrochemiluminescence Microscopy","Zhao P, Zhu W, Zheng M, Feng J.","Anal Chem. 2023 Mar 14;95(10):4803-4809. doi: 10.1021/acs.analchem.3c00274. Epub 2023 Mar 3.","Zhao P","Anal Chem","2023","2023/03/03","","","10.1021/acs.analchem.3c00274"
"36661354","Editorial for ""Deep-Learning Models for Detection and Localization of Visible Clinically Significant Prostate Cancer on Multi-Parametric MRI""","Turkbey B.","J Magn Reson Imaging. 2023 Oct;58(4):1082-1083. doi: 10.1002/jmri.28609. Epub 2023 Jan 20.","Turkbey B","J Magn Reson Imaging","2023","2023/01/20","","","10.1002/jmri.28609"
"37014901","High-resolution rural poverty mapping in Pakistan with ensemble deep learning","Agyemang FSK, Memon R, Wolf LJ, Fox S.","PLoS One. 2023 Apr 4;18(4):e0283938. doi: 10.1371/journal.pone.0283938. eCollection 2023.","Agyemang FSK","PLoS One","2023","2023/04/04","PMC10072451","","10.1371/journal.pone.0283938"
"37187130","Estimating individual minimum calibration for deep-learning with predictive performance recovery: An example case of gait surface classification from wearable sensor gait data","Lam G, Rish I, Dixon PC.","J Biomech. 2023 Jun;154:111606. doi: 10.1016/j.jbiomech.2023.111606. Epub 2023 Apr 30.","Lam G","J Biomech","2023","2023/05/15","","","10.1016/j.jbiomech.2023.111606"
"37302375","Calibrating ensembles for scalable uncertainty quantification in deep learning-based medical image segmentation","Buddenkotte T, Escudero Sanchez L, Crispin-Ortuzar M, Woitek R, McCague C, Brenton JD, Öktem O, Sala E, Rundo L.","Comput Biol Med. 2023 Sep;163:107096. doi: 10.1016/j.compbiomed.2023.107096. Epub 2023 Jun 1.","Buddenkotte T","Comput Biol Med","2023","2023/06/11","","","10.1016/j.compbiomed.2023.107096"
"36214848","Assessment of automatic rib fracture detection on chest CT using a deep learning algorithm","Wang S, Wu D, Ye L, Chen Z, Zhan Y, Li Y.","Eur Radiol. 2023 Mar;33(3):1824-1834. doi: 10.1007/s00330-022-09156-w. Epub 2022 Oct 10.","Wang S","Eur Radiol","2023","2022/10/10","","","10.1007/s00330-022-09156-w"
"38083528","Detecting Childhood Pneumonia Using Handcrafted and Deep Learning Cough Sound Features and Multilayer Perceptron()","Sharan RV, Qian K, Yamamoto Y.","Annu Int Conf IEEE Eng Med Biol Soc. 2023 Jul;2023:1-4. doi: 10.1109/EMBC40787.2023.10340477.","Sharan RV","Annu Int Conf IEEE Eng Med Biol Soc","2023","2023/12/12","","","10.1109/EMBC40787.2023.10340477"
"37203548","Benchmarking the Impact of Noise on Deep Learning-Based Classification of Atrial Fibrillation in 12-Lead ECG","Bender T, Gemke P, Idrobo-Avila E, Dathe H, Krefting D, Spicher N.","Stud Health Technol Inform. 2023 May 18;302:977-981. doi: 10.3233/SHTI230321.","Bender T","Stud Health Technol Inform","2023","2023/05/19","","","10.3233/SHTI230321"
